TIPO DIA,AÑO,MES,DIA,HORA,DEMANDA,Total Residencial,Total No Residencial,total_usuarios,ALLSKY_SFC_SW_DWN_pond,ALLSKY_KT_pond,T2M_pond,RH2M_pond,PRECTOTCORR_pond,CLRSKY_SFC_SW_DWN_pond,T2MWET_pond,Tasa de cambio representativa del mercado (TRM),IPP,IPC,FECHA
MIERCOLES,2023,8,23,12,1426.61206,2535237.0,278894.0,2814131.0,-999.0,-999.0,23.68732095627389,63.16756050802184,0.2524606068445286,-999.0,20.02252772525515,4120.07,175.6,135.39,2023-08-23 12:00:00
JUEVES,2023,8,24,12,1474.46231,2535237.0,278894.0,2814131.0,-999.0,-999.0,22.419596205720342,73.7845112256679,0.7504148101136727,-999.0,19.991895480345445,4085.89,175.6,135.39,2023-08-24 12:00:00
VIERNES,2023,8,25,12,1493.61107,2535237.0,278894.0,2814131.0,-999.0,-999.0,21.135180750292008,83.09052820213415,0.9278290562877136,-999.0,19.63866210208409,4076.9,175.6,135.39,2023-08-25 12:00:00
SABADO,2023,8,26,12,1429.59322,2535237.0,278894.0,2814131.0,-999.0,-999.0,24.367488407611443,62.39247670062268,0.18080450767928,-999.0,20.566362514751443,4117.78,175.6,135.39,2023-08-26 12:00:00
DOMINGO,2023,8,27,12,1215.65275,2535237.0,278894.0,2814131.0,-999.0,-999.0,23.84502558338613,64.40275048673996,0.096730166435038,-999.0,20.314176017392224,4117.78,175.6,135.39,2023-08-27 12:00:00
LUNES,2023,8,28,12,1541.85037,2535237.0,278894.0,2814131.0,-999.0,-999.0,23.051516059486925,69.90308366597007,0.3326854862122623,-999.0,20.20229385554546,4117.78,175.6,135.39,2023-08-28 12:00:00
MARTES,2023,8,29,12,1508.42536,2535237.0,278894.0,2814131.0,-999.0,-999.0,23.854438798335966,65.21193046094868,0.0957748662020353,-999.0,20.42621242223621,4111.52,175.6,135.39,2023-08-29 12:00:00
MIERCOLES,2023,8,30,12,1554.25172,2535237.0,278894.0,2814131.0,-999.0,-999.0,25.09745537076988,59.70583774529331,0.0420650993148506,-999.0,20.94608639754155,4110.08,175.6,135.39,2023-08-30 12:00:00
JUEVES,2023,8,31,12,1517.40784,2535237.0,278894.0,2814131.0,-999.0,-999.0,24.101722570839808,63.16352973262439,0.2746623664641056,-999.0,20.370439876466307,4085.33,175.6,135.39,2023-08-31 12:00:00
VIERNES,2023,9,1,12,1541.54716,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.26657791139269,65.04423834827755,0.1057089708219858,-999.0,20.825453824080963,4099.2,177.12,136.11,2023-09-01 12:00:00
SABADO,2023,9,2,12,1394.81906,2539229.0,281148.0,2820377.0,-999.0,-999.0,20.69061975757142,76.46854921877465,1.374476873127245,-999.0,18.57464562007136,4063.36,177.12,136.11,2023-09-02 12:00:00
DOMINGO,2023,9,3,12,1196.61083,2539229.0,281148.0,2820377.0,-999.0,-999.0,22.92949292594572,68.12490853527737,1.0670560992377969,-999.0,19.87395560948057,4063.36,177.12,136.11,2023-09-03 12:00:00
LUNES,2023,9,4,12,1446.00568,2539229.0,281148.0,2820377.0,-999.0,-999.0,23.280772446378624,67.98371569120015,0.3823871737714497,-999.0,20.20783649136268,4063.36,177.12,136.11,2023-09-04 12:00:00
MARTES,2023,9,5,12,1528.5132,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.43449435660552,63.80832139107644,0.1640954737611319,-999.0,20.808099559030584,4063.36,177.12,136.11,2023-09-05 12:00:00
MIERCOLES,2023,9,6,12,1558.65048,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.31191444973492,59.87736790861648,0.0584496115235658,-999.0,20.162919159388977,4089.46,177.12,136.11,2023-09-06 12:00:00
JUEVES,2023,9,7,12,1560.42711,2539229.0,281148.0,2820377.0,-999.0,-999.0,23.435148627293444,68.2911238603917,0.5987313079067089,-999.0,20.35272340187145,4093.04,177.12,136.11,2023-09-07 12:00:00
VIERNES,2023,9,8,12,1573.48951,2539229.0,281148.0,2820377.0,-999.0,-999.0,22.39556116079517,73.63455527399351,0.3627995902675422,-999.0,19.96650631103572,4045.83,177.12,136.11,2023-09-08 12:00:00
SABADO,2023,9,9,12,1463.7682,2539229.0,281148.0,2820377.0,-999.0,-999.0,21.99359775661197,74.72753034434758,0.5034098703825766,-999.0,19.66611536330072,4012.26,177.12,136.11,2023-09-09 12:00:00
DOMINGO,2023,9,10,12,1233.30009,2539229.0,281148.0,2820377.0,-999.0,-999.0,23.426919816038776,66.88453849254905,0.4158053090065619,-999.0,20.204865597755195,4012.26,177.12,136.11,2023-09-10 12:00:00
LUNES,2023,9,11,12,1479.21868,2539229.0,281148.0,2820377.0,-999.0,-999.0,23.51943048748448,64.90730506240833,0.2692828121914197,-999.0,20.04391278896403,4012.26,177.12,136.11,2023-09-11 12:00:00
MARTES,2023,9,12,12,1522.83281,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.02716116675182,64.6255005837872,0.3548762736329221,-999.0,20.48924946558563,3997.74,177.12,136.11,2023-09-12 12:00:00
MIERCOLES,2023,9,13,12,1522.86768,2539229.0,281148.0,2820377.0,-999.0,-999.0,22.18767842029629,79.25506352874102,2.9281076182368526,-999.0,20.30769122000357,3993.53,177.12,136.11,2023-09-13 12:00:00
JUEVES,2023,9,14,12,1509.78827,2539229.0,281148.0,2820377.0,-999.0,-999.0,22.26412894446381,75.698437864867,0.3079635665728376,-999.0,20.03651966031492,3950.92,177.12,136.11,2023-09-14 12:00:00
VIERNES,2023,9,15,12,1522.53646,2539229.0,281148.0,2820377.0,-999.0,-999.0,23.51125025838744,65.39487369950896,0.2400675760722768,-999.0,20.082511926597046,3926.59,177.12,136.11,2023-09-15 12:00:00
SABADO,2023,9,16,12,1416.14,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.0451411885716,59.072753500684485,0.0840796850917448,-999.0,19.7671990836686,3928.28,177.12,136.11,2023-09-16 12:00:00
DOMINGO,2023,9,17,12,1180.18039,2539229.0,281148.0,2820377.0,-999.0,-999.0,21.64522465968202,76.71877219605747,1.984710664567184,-999.0,19.51990657986504,3928.28,177.12,136.11,2023-09-17 12:00:00
LUNES,2023,9,18,12,1503.46275,2539229.0,281148.0,2820377.0,-999.0,-999.0,22.86344305034397,71.40130101401337,0.9414795397920206,-999.0,20.1540583758838,3928.28,177.12,136.11,2023-09-18 12:00:00
MARTES,2023,9,19,12,1529.02464,2539229.0,281148.0,2820377.0,-999.0,-999.0,23.814358598159043,64.96483940622123,0.2605560887782023,-999.0,20.37394323524834,3905.95,177.12,136.11,2023-09-19 12:00:00
MIERCOLES,2023,9,20,12,1536.21503,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.28575931870101,59.72331844643463,0.0467046923159563,-999.0,20.145824249736823,3902.54,177.12,136.11,2023-09-20 12:00:00
JUEVES,2023,9,21,12,1543.87788,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.721783850173225,57.85974414767955,0.0747253789121099,-999.0,20.28974748056732,3907.21,177.12,136.11,2023-09-21 12:00:00
VIERNES,2023,9,22,12,1551.13395,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.91667042030197,62.26375691618532,0.1495154583943919,-999.0,21.1072322210825,3948.25,177.12,136.11,2023-09-22 12:00:00
SABADO,2023,9,23,12,1398.84189,2539229.0,281148.0,2820377.0,-999.0,-999.0,23.11001724237576,68.88876070468594,0.5394427978954587,-999.0,20.13722944131228,3948.7,177.12,136.11,2023-09-23 12:00:00
DOMINGO,2023,9,24,12,1203.50099,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.328386396570387,62.65141751971456,0.3890256621721139,-999.0,20.58138349234872,3948.7,177.12,136.11,2023-09-24 12:00:00
LUNES,2023,9,25,12,1517.59287,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.61389097982291,63.26135341126381,0.223102010830467,-999.0,20.921668869090908,3948.7,177.12,136.11,2023-09-25 12:00:00
MARTES,2023,9,26,12,1502.5464,2539229.0,281148.0,2820377.0,-999.0,-999.0,24.106327597338936,66.68051829241267,0.3817855343452312,-999.0,20.862277769957704,4052.54,177.12,136.11,2023-09-26 12:00:00
MIERCOLES,2023,9,27,12,1530.53085,2539229.0,281148.0,2820377.0,-999.0,-999.0,21.16757069356331,86.35520464462729,1.1268765523190694,-999.0,19.96815847314029,4068.73,177.12,136.11,2023-09-27 12:00:00
JUEVES,2023,9,28,12,1518.62906,2539229.0,281148.0,2820377.0,-999.0,-999.0,23.38211375642334,67.01861085592458,0.1681570265251773,-999.0,20.17777018107863,4093.6,177.12,136.11,2023-09-28 12:00:00
VIERNES,2023,9,29,12,1538.87559,2539229.0,281148.0,2820377.0,-999.0,-999.0,23.170362561458983,68.87162373682666,0.1392500506138009,-999.0,20.19470766142257,4085.57,177.12,136.11,2023-09-29 12:00:00
SABADO,2023,9,30,12,1442.20587,2539229.0,281148.0,2820377.0,-999.0,-999.0,22.393992874002304,72.67339698203467,0.1664024880361738,-999.0,19.84557403496057,4053.76,177.12,136.11,2023-09-30 12:00:00
1--ENE,2023,1,1,13,877.88267,2491463.0,276587.0,2768050.0,614.1604445801196,0.5443266378858763,22.39021307779845,64.48728321742743,0.0612625241596069,858.7243938548797,18.867891353118623,4810.2,178.76,128.27,2023-01-01 13:00:00
2--ENE,2023,1,2,13,1204.30753,2491463.0,276587.0,2768050.0,626.3439291631292,0.5498311229927205,22.072197008724554,67.89677466447499,0.1935595780423041,852.1432579577681,18.96984499918716,4810.2,178.76,128.27,2023-01-02 13:00:00
MAVENE,2023,1,3,13,1242.38108,2491463.0,276587.0,2768050.0,507.3632642112679,0.4446137750401907,21.03804263651307,70.15588418200538,0.0881493325626343,862.5916910604939,18.207147865826123,4810.2,178.76,128.27,2023-01-03 13:00:00
MIVENE,2023,1,4,13,1264.34867,2491463.0,276587.0,2768050.0,704.0700248514297,0.6172206029515362,22.763691483174075,59.75273575260562,0.0084993840429183,872.5557048499846,18.64427494445549,4842.26,178.76,128.27,2023-01-04 13:00:00
JUVENE,2023,1,5,13,1296.34338,2491463.0,276587.0,2768050.0,548.6234305738698,0.4797228446017955,22.25689546792869,61.46483328697097,0.0492430411300373,859.3333213128375,18.3705907696754,4924.0,178.76,128.27,2023-01-05 13:00:00
VIVENE,2023,1,6,13,1275.19813,2491463.0,276587.0,2768050.0,484.2462555625802,0.4193875652535178,21.070411820595726,74.97255852314807,0.2475388233594046,828.655918458843,18.75725594190856,4989.58,178.76,128.27,2023-01-06 13:00:00
SAALFENE,2023,1,7,13,1191.87522,2491463.0,276587.0,2768050.0,575.5697138635502,0.503327129206481,22.54400626795036,64.43957326276622,0.5733692888495511,858.4317691479562,19.022066353570203,4885.66,178.76,128.27,2023-01-07 13:00:00
DOALFENE,2023,1,8,13,1001.15941,2491463.0,276587.0,2768050.0,550.9131055400011,0.4787393435812214,21.960027560918338,64.78308044652373,0.3577123642997778,843.3448584996659,18.48120242770181,4885.66,178.76,128.27,2023-01-08 13:00:00
LFENE,2023,1,9,13,1063.11832,2491463.0,276587.0,2768050.0,382.13343614096567,0.3300607250591572,21.84644180560322,68.92954318744243,0.3980339733747584,828.7146299380431,18.869751854193385,4885.66,178.76,128.27,2023-01-09 13:00:00
MAVENE,2023,1,10,13,1249.22153,2491463.0,276587.0,2768050.0,411.4425893679666,0.3565952963277397,20.638362280305632,73.11387677245715,0.1842513791297122,831.2792982605083,18.137547490110368,4885.66,178.76,128.27,2023-01-10 13:00:00
MIVENE,2023,1,11,13,1338.99307,2491463.0,276587.0,2768050.0,478.0886454832825,0.4157778508336194,19.72327009627716,75.09912327811998,0.1245125449323531,869.4191533137046,17.456153674969745,4807.85,178.76,128.27,2023-01-11 13:00:00
JUVENE,2023,1,12,13,1331.77049,2491463.0,276587.0,2768050.0,475.44451499792274,0.4123171113238562,20.22339640541175,73.61324083018732,0.0612735102328353,858.4615456621088,17.790818128285252,4748.54,178.76,128.27,2023-01-12 13:00:00
VIVENE,2023,1,13,13,1367.77452,2491463.0,276587.0,2768050.0,581.7875049800401,0.4950164628529109,22.24562816784379,67.87942267300085,0.0883959791188743,880.7922674662669,19.127706757464644,4692.04,178.76,128.27,2023-01-13 13:00:00
SAVENE,2023,1,14,13,1233.51642,2491463.0,276587.0,2768050.0,658.8510869312331,0.5682929462979353,21.453033366449304,73.97584234027565,0.6639238742074746,886.5956269973447,19.03455766694966,4693.99,178.76,128.27,2023-01-14 13:00:00
DOVENE,2023,1,15,13,1071.09392,2491463.0,276587.0,2768050.0,683.5434323621322,0.5801635483463088,22.320706168602445,65.88980776720074,0.0931730387818139,888.0539493000488,18.9836508661332,4693.99,178.76,128.27,2023-01-15 13:00:00
LUNES,2023,1,16,13,1355.13461,2491463.0,276587.0,2768050.0,719.6985291739672,0.6110235797763769,23.352451552536987,61.17808309820994,0.0513636278246418,885.9857469482127,19.39350593739275,4693.99,178.76,128.27,2023-01-16 13:00:00
MARTES,2023,1,17,13,1358.48439,2491463.0,276587.0,2768050.0,594.7530040389445,0.5080138328426148,19.940887256371813,78.07404661765501,0.3272914109210455,880.7585415472986,17.94558951247268,4693.99,178.76,128.27,2023-01-17 13:00:00
MIERCOLES,2023,1,18,13,1352.37287,2491463.0,276587.0,2768050.0,590.3531633207492,0.5019143295821968,21.423902317515942,69.08182480807788,0.3103738046639331,888.8733055291631,18.46252271093369,4691.09,178.76,128.27,2023-01-18 13:00:00
JUEVES,2023,1,19,13,1378.68317,2491463.0,276587.0,2768050.0,741.6417413449901,0.6325598670544246,22.64773247954336,60.32578274958906,0.0839273459655714,883.9186891674645,18.59694748649771,4702.67,178.76,128.27,2023-01-19 13:00:00
VIERNES,2023,1,20,13,1378.05122,2491463.0,276587.0,2768050.0,691.5271567240476,0.5903678185003883,21.501383446830804,68.32793850183342,0.0608709018984483,900.5588534600171,18.4327246617655,4683.85,178.76,128.27,2023-01-20 13:00:00
SABADO,2023,1,21,13,1278.90355,2491463.0,276587.0,2768050.0,746.2918450353136,0.6318980690377702,20.85235250447065,67.70731874062967,0.0075003630714763,899.541278961724,17.73697171293871,4631.64,178.76,128.27,2023-01-21 13:00:00
DOMINGO,2023,1,22,13,1096.85383,2491463.0,276587.0,2768050.0,575.1136609093044,0.4812818843590252,21.16211736782212,65.79762779212803,0.0160440815736709,890.1185318292662,17.82907877747873,4631.64,178.76,128.27,2023-01-22 13:00:00
LUNES,2023,1,23,13,1378.70013,2491463.0,276587.0,2768050.0,705.501753205325,0.5958778092881271,23.209428099203407,60.769025523382886,0.0,880.7326188688787,19.204304376727297,4631.64,178.76,128.27,2023-01-23 13:00:00
MARTES,2023,1,24,13,1383.7062,2491463.0,276587.0,2768050.0,657.3260066689546,0.5517720019508318,22.489484882859777,64.87118304221383,0.0379664312422102,892.7178256823396,19.01600287928325,4551.02,178.76,128.27,2023-01-24 13:00:00
MIERCOLES,2023,1,25,13,1401.19658,2491463.0,276587.0,2768050.0,767.0279494264917,0.6471116453821283,24.128910550748724,59.1662148696736,1.3973736023554489e-05,904.3835182890482,19.89151759541916,4545.94,178.76,128.27,2023-01-25 13:00:00
JUEVES,2023,1,26,13,1417.32242,2491463.0,276587.0,2768050.0,741.0460022326187,0.6144315095464316,24.214096912989287,55.80913215079208,0.0232731164538212,932.351823034266,19.51717057495349,4538.91,178.76,128.27,2023-01-26 13:00:00
VIERNES,2023,1,27,13,1390.83639,2491463.0,276587.0,2768050.0,868.7610534672424,0.7222805729665288,24.355442289698523,55.13857996423475,0.0001882661079099,935.5179691154424,19.55511549646864,4531.75,178.76,128.27,2023-01-27 13:00:00
SABADO,2023,1,28,13,1297.31606,2491463.0,276587.0,2768050.0,875.7154662885425,0.7290825346362962,24.066962865555173,56.13403270533408,0.0,923.2286635826664,19.4182345369484,4548.5,178.76,128.27,2023-01-28 13:00:00
DOMINGO,2023,1,29,13,1136.72497,2491463.0,276587.0,2768050.0,857.0093775943354,0.7153548310182258,24.538743664312424,49.71225655967198,0.0007563338812521,933.487636563646,18.91589933707845,4548.5,178.76,128.27,2023-01-29 13:00:00
LUNES,2023,1,30,13,1414.12598,2491463.0,276587.0,2768050.0,840.7833076461769,0.6945719802749227,24.14764712703889,55.87246353208938,0.1838613572731706,928.4703209985367,19.452043019454127,4548.5,178.76,128.27,2023-01-30 13:00:00
MARTES,2023,1,31,13,1379.12866,2491463.0,276587.0,2768050.0,880.3859509618684,0.7282727299001102,24.0006952583949,53.08866036740666,0.0,935.6614474124384,18.904817098679576,4632.2,178.76,128.27,2023-01-31 13:00:00
MIERCOLES,2023,2,1,13,1403.98266,2498546.0,277051.0,2775597.0,849.0192880270442,0.7011258983202533,23.881374068353587,56.59087147377663,0.0,931.899016701632,19.30295249634583,4648.7,181.43,130.4,2023-02-01 13:00:00
JUEVES,2023,2,2,13,1410.69203,2498546.0,277051.0,2775597.0,804.9981314254195,0.6633472690740047,23.98001362589742,56.90101896637012,0.034002029113016,931.250791926926,19.43787558136141,4639.04,181.43,130.4,2023-02-02 13:00:00
VIERNES,2023,2,3,13,1419.37752,2498546.0,277051.0,2775597.0,682.4602277455986,0.5630581925257881,23.642400251189205,58.79186417192409,0.0001182952712515,921.1751387863584,19.368621730748377,4584.44,181.43,130.4,2023-02-03 13:00:00
SABADO,2023,2,4,13,1300.9801,2498546.0,277051.0,2775597.0,636.6250294981584,0.5182823010689233,23.624385290804103,58.54224542323688,0.0,869.0405013624096,19.31649192227834,4669.74,181.43,130.4,2023-02-04 13:00:00
DOMINGO,2023,2,5,13,1126.58224,2498546.0,277051.0,2775597.0,847.1189906459763,0.6918003478170642,24.17108612309352,54.61688674904894,0.0,919.7064610964776,19.307610517665207,4669.74,181.43,130.4,2023-02-05 13:00:00
LUNES,2023,2,6,13,1427.4701,2498546.0,277051.0,2775597.0,596.7882117468782,0.4836568673334061,23.14061178189773,61.00195067943941,0.0080243745759921,908.5918986798156,19.1767696679309,4669.74,181.43,130.4,2023-02-06 13:00:00
MARTES,2023,2,7,13,1428.57863,2498546.0,277051.0,2775597.0,819.4773760239689,0.6709941897184641,24.70438907017121,54.886892582028295,0.0070460805369079,946.5250781867828,19.85485843946365,4776.25,181.43,130.4,2023-02-07 13:00:00
MIERCOLES,2023,2,8,13,1456.89716,2498546.0,277051.0,2775597.0,801.1609087774631,0.6505383130187848,24.2996806200612,58.89385842757432,0.0392929953447852,947.5132119684522,20.017230974093145,4775.99,181.43,130.4,2023-02-08 13:00:00
JUEVES,2023,2,9,13,1425.90695,2498546.0,277051.0,2775597.0,649.3915676627406,0.5256604435009837,24.17346536979252,59.297788137110686,0.0131994954598956,927.4834923910064,19.946446515830647,4769.85,181.43,130.4,2023-02-09 13:00:00
VIERNES,2023,2,10,13,1419.28513,2498546.0,277051.0,2775597.0,767.4113644560072,0.6223309868111256,22.18340457926709,67.04729445593146,0.015541056572694,935.6541165414144,18.95832128007056,4742.05,181.43,130.4,2023-02-10 13:00:00
SABADO,2023,2,11,13,1347.68976,2498546.0,277051.0,2775597.0,513.3498038512075,0.4156401055340527,22.76812262731225,68.46532551015152,0.0685754776359824,898.0326171810966,19.70542750262376,4777.73,181.43,130.4,2023-02-11 13:00:00
DOMINGO,2023,2,12,13,1166.89678,2498546.0,277051.0,2775597.0,504.5306567379919,0.4069230691631386,24.12330455033638,61.84479446403783,0.1052668921316747,920.6556436327032,20.227470918868985,4777.73,181.43,130.4,2023-02-12 13:00:00
LUNES,2023,2,13,13,1419.88378,2498546.0,277051.0,2775597.0,548.0189963996935,0.4362887948070271,24.43215875359427,60.5624975347646,0.0005117349528768,948.0534360391656,20.366562350370028,4777.73,181.43,130.4,2023-02-13 13:00:00
MARTES,2023,2,14,13,1428.32691,2498546.0,277051.0,2775597.0,659.1583606878088,0.5285529455464897,24.558861246787625,60.80874591664424,0.0587125724663919,930.3814054129616,20.517092430925672,4818.62,181.43,130.4,2023-02-14 13:00:00
MIERCOLES,2023,2,15,13,1383.95225,2498546.0,277051.0,2775597.0,646.7662978415094,0.5153217055646047,21.96373702666489,75.72929989476138,0.3004870699889069,923.9243548541089,19.68052817465936,4783.24,181.43,130.4,2023-02-15 13:00:00
JUEVES,2023,2,16,13,1388.06927,2498546.0,277051.0,2775597.0,394.0550941004764,0.3146492268149879,21.255764489585484,75.3796605523064,0.1397160070428091,919.3469486564512,18.96453787059145,4878.24,181.43,130.4,2023-02-16 13:00:00
VIERNES,2023,2,17,13,1428.59374,2498546.0,277051.0,2775597.0,795.8054570386118,0.6422655198142958,23.577788382103023,65.66092635206047,0.0469289922132067,965.8109758549242,20.142588383688267,4966.33,181.43,130.4,2023-02-17 13:00:00
SABADO,2023,2,18,13,1322.18598,2498546.0,277051.0,2775597.0,834.1825696057462,0.6685035940015787,23.29996521108792,60.21442639907739,0.072133749964422,970.312822318946,19.21408019247751,4918.94,181.43,130.4,2023-02-18 13:00:00
DOMINGO,2023,2,19,13,1142.50389,2498546.0,277051.0,2775597.0,759.8908546269505,0.6018830291285082,23.03429162807137,62.888455553886246,0.0281885590739577,961.339973256204,19.266311312485207,4918.94,181.43,130.4,2023-02-19 13:00:00
LUNES,2023,2,20,13,1405.03044,2498546.0,277051.0,2775597.0,780.9436849910128,0.6243103267513259,22.718668405391707,61.9177963911908,0.1973039025478122,950.6600136799398,18.83880979119087,4918.94,181.43,130.4,2023-02-20 13:00:00
MARTES,2023,2,21,13,1370.47685,2498546.0,277051.0,2775597.0,601.8887568728458,0.476161258280651,22.413044966542333,65.07653834112085,0.0836791292107607,939.1066533506124,18.95147918087532,4918.94,181.43,130.4,2023-02-21 13:00:00
MIERCOLES,2023,2,22,13,1395.78865,2498546.0,277051.0,2775597.0,431.9544361447285,0.3405538159898573,22.43933644185377,56.23705005445676,0.0066040783298151,918.0993886288246,17.852731012463263,4950.33,181.43,130.4,2023-02-22 13:00:00
JUEVES,2023,2,23,13,1419.9198,2498546.0,277051.0,2775597.0,835.923490823776,0.6672907270039562,25.43960531373971,50.83788333104554,0.0,952.0875015501168,19.95593209677053,4924.91,181.43,130.4,2023-02-23 13:00:00
