TIPO DIA,AÑO,MES,DIA,HORA,Total Residencial,Total No Residencial,total_usuarios,ALLSKY_SFC_SW_DWN_pond,ALLSKY_KT_pond,T2M_pond,RH2M_pond,PRECTOTCORR_pond,CLRSKY_SFC_SW_DWN_pond,T2MWET_pond,Tasa de cambio representativa del mercado (TRM),IPP,IPC,FECHA,DEMANDA
MARTES,2023,4,11,3,2512448.0,277935.0,2790383.0,0.0,-999.0,16.567098237052047,98.50486123589484,0.0247995490224818,0.0,16.438519027674694,4564.24,179.17,132.8,2023-04-11 03:00:00,860.44113
MADLF,2019,11,5,14,2262772.0,214153.0,2476925.0,456.9021914510936,0.4769206697820887,21.70512494726324,72.62578193929974,0.0065072256931477,690.443197690685,19.13489263905851,3339.19,122.31,103.54,2019-11-05 14:00:00,1294.0
SABADO,2022,4,9,7,2436301.0,272993.0,2709294.0,180.5143907674841,0.3557540230037788,17.312942246208788,97.5374424481064,1.613166068355815,282.2342461578552,17.116129914287633,3777.41,162.89,117.71,2022-04-09 07:00:00,1092.91485
VIERNES,2019,11,1,17,2262772.0,214153.0,2476925.0,17.22214455827286,0.2387324807977633,19.1201443523724,96.25323753040564,0.9880524561704532,20.653691524773663,18.8185685396207,3383.29,122.31,103.54,2019-11-01 17:00:00,1269.0
LUNES,2021,9,27,8,2388676.0,269725.0,2658401.0,472.9970770135882,0.5583792437634504,20.37442345981664,71.75968212470579,0.0020978813956209,604.135043723652,17.698254695209638,3844.88,140.73,110.04,2021-09-27 08:00:00,1235.94473
DOVENE,2020,1,5,15,2273229.0,215449.0,2488678.0,408.5679763191542,0.5454353676932091,22.823641632224017,70.74395790053997,0.0356283175244045,502.68342784402,20.03645992772066,3262.05,122.34,104.24,2020-01-05 15:00:00,945.91154
LUVENE,2021,1,4,13,2343177.0,266260.0,2609437.0,741.2468430853093,0.6502480726685489,23.65985032403541,61.07204575163148,0.0829153913277078,884.2305048636929,19.63384329263362,3432.5,126.22,105.91,2021-01-04 13:00:00,1265.72402
LUNES,2020,8,24,11,2310289.0,264142.0,2574431.0,798.3232166758402,0.6107263896371664,22.34257734233312,70.70024976004406,0.0661065532539035,1017.8025780376324,19.54186708053158,3827.27,123.54,104.96,2020-08-24 11:00:00,1238.99984
31--DIC,2020,12,31,8,2337597.0,265999.0,2603596.0,339.6137314852228,0.4902117033518257,17.18742564130533,96.9489172244849,0.1511996638495373,454.372421354926,16.92869730557275,3432.5,124.38,105.48,2020-12-31 08:00:00,951.25028
MIERCOLES,2022,11,2,14,2479665.0,275922.0,2755587.0,404.554548627933,0.4226179104488444,23.505187936363463,67.35070047507119,0.1688798248794177,668.0786384606981,20.302965741963508,4975.58,177.36,124.46,2022-11-02 14:00:00,1365.41189
1--ENE,2021,1,1,15,2343177.0,266260.0,2609437.0,346.99680683994285,0.4677579761458122,22.82571998864123,69.30536617285644,0.2823117745322075,529.9558601261498,19.825943393153388,3432.5,126.22,105.91,2021-01-01 15:00:00,825.68701
VIERNES,2020,4,3,16,2287313.0,262968.0,2550281.0,199.2043823445338,0.3577271524196745,23.39153447012309,74.32060612928537,0.1365456786918774,293.69532446424535,20.949018876743384,4065.5,122.59,105.7,2020-04-03 16:00:00,1000.72089
DOMINGO,2021,7,11,17,2374016.0,268457.0,2642473.0,104.76356029370972,0.4051291006568468,22.97634468923618,61.18008414844731,0.0026562314922423,109.24533368174431,18.901295052021347,3829.46,138.63,109.14,2021-07-11 17:00:00,994.13134
VIERNES,2020,4,17,22,2287313.0,262968.0,2550281.0,0.0,-999.0,17.90285268564523,96.89097053226683,0.0848609349322682,0.0,17.633630639133493,3942.92,122.59,105.7,2020-04-17 22:00:00,935.12348
MARTES,2020,9,8,2,2316474.0,264567.0,2581041.0,0.0,-999.0,16.557301530661466,98.28801396025868,0.8364608776071359,0.0,16.420096445581454,3702.62,123.7,105.29,2020-09-08 02:00:00,727.66285
MARTES,2023,5,9,13,2518629.0,278093.0,2796722.0,708.1801839653709,0.5857333514021057,24.54743858345592,65.76059969135295,0.1652010818379517,918.1756679677136,21.123637987615503,4490.58,177.7,133.38,2023-05-09 13:00:00,1531.56347
LF,2020,8,17,14,2310289.0,264142.0,2574431.0,377.40515796694496,0.3525203782894162,22.88584815440771,69.20593609228602,0.021985429013246,773.9913356271736,19.909571664573647,3783.15,123.54,104.96,2020-08-17 14:00:00,968.57087
JUEVES,2023,8,3,15,2535237.0,278894.0,2814131.0,-999.0,-999.0,23.05387867871112,69.12507136306021,0.270876998974106,-999.0,20.10667342778286,4056.99,175.6,135.39,2023-08-03 15:00:00,1522.80117
MARTES,2021,8,24,21,2382454.0,269004.0,2651458.0,0.0,-999.0,17.523621166165935,95.07005924664846,0.0212272153660363,0.0,17.108346785051847,3867.73,139.38,109.62,2021-08-24 21:00:00,1161.85366
MIERCOLES,2018,2,28,23,2138776.0,203914.0,2342690.0,0.0,-999.0,16.906441005852248,98.21428615395122,0.1292898292134255,0.0,16.75535272699333,2855.93,113.57,98.21,2018-02-28 23:00:00,861.52
JUEVES,2019,12,19,22,2271308.0,215502.0,2486810.0,0.0,-999.0,17.59886674494634,99.40450354470184,0.3803801335847934,0.0,17.56736927228055,3329.98,122.36,103.8,2019-12-19 22:00:00,1073.0
SABADO,2019,5,4,12,2226665.0,211384.0,2438049.0,613.5340969357055,0.4695202311356334,22.85514951094092,69.412982766138,0.0171601883309154,989.7283533431854,19.89579423137107,3240.44,120.19,102.44,2019-05-04 12:00:00,1255.96
SABADO,2018,10,6,18,2186404.0,207842.0,2394246.0,0.0,-999.0,18.242096680959264,97.00355349867976,0.1560283822130224,0.0,18.01076505087614,3031.31,116.93,99.58,2018-10-06 18:00:00,1213.59
MIERCOLES,2019,7,10,20,2237105.0,211689.0,2448794.0,0.0,-999.0,18.035058306251976,94.44122463547365,0.2007212979123601,0.0,17.584579899330038,3223.67,120.73,102.94,2019-07-10 20:00:00,1323.41
MIERCOLES,2020,4,29,2,2287313.0,262968.0,2550281.0,0.0,-999.0,17.54465561245996,97.85049359266684,0.1771874236603731,0.0,17.374655118396756,4046.04,122.59,105.7,2020-04-29 02:00:00,749.42926
MADLF,2020,8,18,0,2310289.0,264142.0,2574431.0,0.0,-999.0,17.808400500926226,96.92727484247976,0.1267934429005865,0.0,17.56964926230301,3783.15,123.54,104.96,2020-08-18 00:00:00,760.10351
MARTES,2020,4,21,4,2287313.0,262968.0,2550281.0,0.0,-999.0,17.167602323038125,98.78562478017128,0.3542206760745188,0.0,17.07620336739363,3967.76,122.59,105.7,2020-04-21 04:00:00,698.50521
SABADO,2018,8,4,1,2174084.0,207056.0,2381140.0,0.0,-999.0,15.621806071881537,98.4234297563352,0.8374969594395961,0.0,15.502458011708676,2898.99,114.74,99.3,2018-08-04 01:00:00,780.71
VIERNES,2020,11,6,9,2329125.0,265428.0,2594553.0,423.1003768394787,0.3993117080283193,19.59255122173261,78.86606913021241,0.0047864738164917,782.1948748281496,17.711271494550314,3763.82,124.31,105.08,2020-11-06 09:00:00,1225.19746
VIERNES,2020,10,2,23,2322315.0,264928.0,2587243.0,0.0,-999.0,16.469404690630142,96.85055028074284,0.0606112027358852,0.0,16.209436867739132,3842.34,124.42,105.23,2020-10-02 23:00:00,918.69293
MIERCOLES,2018,9,19,10,2176864.0,207081.0,2383945.0,849.3707332090296,0.6819741814513338,22.375475826833256,66.40561529733279,0.0071201894339005,943.4982480971668,19.060510699701545,3007.03,116.1,99.46,2018-09-19 10:00:00,1323.4
DOMINGO,2018,1,28,0,2131430.0,203894.0,2335324.0,0.0,-999.0,16.428267037036402,99.21192658491924,0.7854545407832061,0.0,16.355483483234018,2805.12,113.31,97.52,2018-01-28 00:00:00,812.14
JUEVES,2019,11,7,18,2262772.0,214153.0,2476925.0,0.0,-999.0,20.33242799035094,92.28435985344731,0.0462439113013111,0.0,19.691695174460268,3319.64,122.31,103.54,2019-11-07 18:00:00,1408.0
DOMINGO,2018,4,29,13,2151110.0,205066.0,2356176.0,458.31650852483006,0.3735305724190383,22.65739179076605,68.11709318828474,0.001253556610372,917.9862695274038,19.569106785740964,2806.28,113.43,98.9,2018-04-29 13:00:00,991.75
MIERCOLES,2022,7,13,4,2454015.0,274089.0,2728104.0,0.0,-999.0,16.248771549764964,98.02847275983612,0.0399488289302753,0.0,16.088064655892882,4627.46,171.4,120.27,2022-07-13 04:00:00,872.5917
SABADO,2023,2,18,23,2498546.0,277051.0,2775597.0,0.0,-999.0,15.695856520236909,98.3341155866648,0.0740898696748843,0.0,15.552959478627482,4918.94,181.43,130.4,2023-02-18 23:00:00,969.17195
JUEVES,2021,8,19,14,2382454.0,269004.0,2651458.0,393.5771274031118,0.3669096323607615,21.870178863855283,69.95232720261833,0.9203819483469096,769.8952205314962,18.94445781905653,3861.33,139.38,109.62,2021-08-19 14:00:00,1300.74757
LUNES,2021,2,22,17,2348937.0,266815.0,2615752.0,60.818030531946455,0.2466281054167214,19.95758786765718,79.90361244491068,0.0015679659233749,112.08929718490133,18.07351583406989,3555.4,128.19,106.58,2021-02-22 17:00:00,1245.72227
MIERCOLES,2021,6,2,12,2367233.0,267865.0,2635098.0,763.8983567973563,0.6043132513477677,25.85301044970624,50.14689263549212,0.100785617840399,976.1724940286852,20.14732508620173,3671.38,136.81,108.78,2021-06-02 12:00:00,1332.96998
SABADO,2021,6,19,4,2367233.0,267865.0,2635098.0,0.0,-999.0,16.43749387688807,96.8284347413265,0.2621821844956051,0.0,16.17743984474202,3753.77,136.81,108.78,2021-06-19 04:00:00,815.32032
SABADO,2022,9,3,11,2465937.0,275029.0,2740966.0,875.7873422253323,0.6655944218206282,22.366266827096723,71.68558913536322,0.3940221513145365,1020.3307597905264,19.672145542848764,4466.73,171.26,122.63,2022-09-03 11:00:00,1311.4212
JSS,2018,3,29,20,2143815.0,204343.0,2348158.0,0.0,-999.0,18.7374014823534,93.96849776718602,0.2834139142255333,0.0,18.22467539663004,2780.47,113.68,98.45,2018-03-29 20:00:00,955.27
MIERCOLES,2020,7,8,11,2303989.0,264170.0,2568159.0,798.9575034528625,0.6368351881639728,22.28398777490024,68.7104397975359,0.2714234360099978,968.5444366139324,19.26233038920098,3631.54,122.76,104.97,2020-07-08 11:00:00,1191.15947
DOMINGO,2023,2,26,16,2498546.0,277051.0,2775597.0,242.0926306520724,0.423531265525939,22.226355901090827,74.10694993545532,0.0606525515051356,356.5215635086794,19.767743472845662,4849.65,181.43,130.4,2023-02-26 16:00:00,1097.14858
VIVDIC,2018,12,21,18,2190850.0,207551.0,2398401.0,0.0,-999.0,18.23420985481577,95.87510824086549,0.0239775875677169,0.0,17.897925159304055,3246.86,116.91,100.0,2018-12-21 18:00:00,1290.89
LF,2021,11,15,7,2401776.0,270625.0,2672401.0,168.62721425414824,0.3263328968968355,17.443859387120423,92.60083435831672,0.2021477577653952,332.3991195333335,16.839393234772775,3888.53,145.3,110.6,2021-11-15 07:00:00,852.7975
MIERCOLES,2020,11,11,2,2329125.0,265428.0,2594553.0,0.0,-999.0,15.514600360832867,98.00430286835535,0.1942131881676728,0.0,15.36270176789605,3650.5,124.31,105.08,2020-11-11 02:00:00,779.23839
VIERNES,2020,7,31,6,2303989.0,264170.0,2568159.0,56.35960926874076,0.3447049618033774,17.360580135419966,95.46844121022102,0.0616965071087888,62.22388876233909,16.99099358334122,3739.49,122.76,104.97,2020-07-31 06:00:00,830.24374
LUNES,2019,9,23,13,2249986.0,213059.0,2463045.0,571.3306450876862,0.4728418685001695,21.251962639740647,74.90505051673843,0.0347898759462372,936.1873736330436,18.91691287816504,3402.32,122.23,103.26,2019-09-23 13:00:00,1261.63
MIERCOLES,2021,9,15,15,2388676.0,269725.0,2658401.0,405.94602001729606,0.5089213403094567,23.7717935255065,56.3466137125287,0.0211529223770228,562.3691227019551,19.027218004356754,3830.83,140.73,110.04,2021-09-15 15:00:00,1367.93697
SABADO,2018,9,22,17,2176864.0,207081.0,2383945.0,46.88574661328176,0.3227622701027079,19.637936554744343,88.81957084580391,0.0008447594218826,49.22491263850466,18.697638225714098,3006.96,116.1,99.46,2018-09-22 17:00:00,1120.48
LUNES,2023,3,13,18,2506136.0,277430.0,2783566.0,0.0,-999.0,17.533809031292954,96.38547899349253,0.5780581132259843,0.0,17.22443806613531,4748.14,181.36,131.77,2023-03-13 18:00:00,1307.82943
DOMINGO,2022,1,30,21,2415165.0,271706.0,2686871.0,0.0,-999.0,17.1991458354346,92.22747550961697,0.0006858907628985,0.0,16.543221189256947,3982.6,152.8,113.26,2022-01-30 21:00:00,1073.01227
JUEVES,2018,2,22,17,2138776.0,203914.0,2342690.0,57.79599805778827,0.2314631470659797,18.87173394687304,88.56066311803951,0.0552492476597415,95.45159916164752,17.885635641079276,2877.94,113.57,98.21,2018-02-22 17:00:00,1218.8
SAALFENE,2019,1,5,11,2198722.0,209268.0,2407990.0,800.5430429113078,0.6640263082487884,23.81608132093572,62.154874193829706,0.0323400637045834,917.521243335728,19.97266221620522,3208.56,117.18,100.6,2019-01-05 11:00:00,1178.84
MADLF,2023,5,23,14,2518629.0,278093.0,2796722.0,384.3863162051859,0.3782670426306225,20.594840273720447,86.75981521223775,0.1870666372989521,760.285304581578,19.43873357809608,4528.67,177.7,133.38,2023-05-23 14:00:00,1400.87821
LUVDIC,2020,12,28,11,2337597.0,265999.0,2603596.0,745.1766356070605,0.6198098245657161,22.264298282068346,60.56266619705976,5.005768944183352e-05,924.7121010863436,18.20744803725309,3493.77,124.38,105.48,2020-12-28 11:00:00,1221.60549
MIERCOLES,2022,3,23,4,2430212.0,272412.0,2702624.0,0.0,-999.0,17.340180998170666,96.40317082583444,0.2561724642421587,0.0,17.06076163017867,3765.67,160.65,116.26,2022-03-23 04:00:00,922.84629
VIERNES,2019,7,5,3,2237105.0,211689.0,2448794.0,0.0,-999.0,16.91776923252834,98.81068988244824,0.9003251273892373,0.0,16.823031353392732,3206.92,120.73,102.94,2019-07-05 03:00:00,789.72
JUVENE,2023,1,12,18,2491463.0,276587.0,2768050.0,0.0,-999.0,17.98408538140568,91.6496892324922,0.2755611314824515,0.0,17.29881444338072,4748.54,178.76,128.27,2023-01-12 18:00:00,1316.26924
MIERCOLES,2021,7,14,4,2374016.0,268457.0,2642473.0,0.0,-999.0,16.614935993669565,93.6473175619959,0.0003137061381516,0.0,16.087697531819625,3826.85,138.63,109.14,2021-07-14 04:00:00,879.58971
DOVENE,2021,1,3,7,2343177.0,266260.0,2609437.0,161.90835093163776,0.416360651742119,17.220854939207193,97.9718630455535,0.4665826651496089,235.06243997459987,17.04871606403987,3432.5,126.22,105.91,2021-01-03 07:00:00,739.14878
MIERCOLES,2020,4,15,4,2287313.0,262968.0,2550281.0,0.0,-999.0,16.28047110102769,95.17408499298703,0.3061911530533302,0.0,15.889832602760244,3858.21,122.59,105.7,2020-04-15 04:00:00,654.80456
DOMINGO,2019,8,25,8,2243462.0,212542.0,2456004.0,435.5285864314553,0.5439293950661318,18.635791782098075,89.14722716249648,0.0009984592858969,524.7044779446612,17.72603305613509,3399.95,121.6,103.03,2019-08-25 08:00:00,908.68
1--ENE,2020,1,1,11,2273229.0,215449.0,2488678.0,591.4210654773337,0.4950559011651969,22.495960658630807,68.91464773265163,0.5766003556908527,913.42501687643,19.493940911600458,3277.14,122.34,104.24,2020-01-01 11:00:00,745.60505
MIERCOLES,2022,3,9,21,2430212.0,272412.0,2702624.0,0.0,-999.0,18.15307406061665,86.77557544815704,0.2484394943580757,0.0,17.030054846697134,3787.18,160.65,116.26,2022-03-09 21:00:00,1225.90608
JUEVES,2019,11,7,21,2262772.0,214153.0,2476925.0,0.0,-999.0,18.56832437397176,97.86335152255316,0.050843618599675,0.0,18.40998313634849,3319.64,122.31,103.54,2019-11-07 21:00:00,1201.0
MADLF,2021,11,2,23,2401776.0,270625.0,2672401.0,0.0,-999.0,17.052836022737605,97.6321354392548,0.0287816050061349,0.0,16.865605049541593,3784.44,145.3,110.6,2021-11-02 23:00:00,933.79358
LUNES,2021,8,23,11,2382454.0,269004.0,2651458.0,770.4599317922441,0.5883441940245706,19.859332782190027,88.44546222493436,0.633650425539458,1014.9646365584518,18.865693490147684,3874.95,139.38,109.62,2021-08-23 11:00:00,1371.9326
LF,2021,6,14,15,2367233.0,267865.0,2635098.0,240.05582075884843,0.2993206248875754,21.17703327542277,69.74833759503441,0.0444772983775176,539.2551287466348,18.263506590646724,3626.02,136.81,108.78,2021-06-14 15:00:00,983.90446
MARTES,2019,5,7,8,2226665.0,211384.0,2438049.0,372.23721522003865,0.4515333736114409,19.40501473924437,94.16031023986802,0.0711500055987389,564.6603061833457,18.91539832464401,3254.03,120.19,102.44,2019-05-07 08:00:00,1186.17
MIERCOLES,2022,6,15,22,2448985.0,273876.0,2722861.0,0.0,-999.0,17.472280443254352,98.46765862818556,0.2453800432706627,0.0,17.349782941545676,3979.3,167.21,119.31,2022-06-15 22:00:00,1051.87681
MIERCOLES,2022,11,23,1,2479665.0,275922.0,2755587.0,0.0,-999.0,15.937480779957228,98.9949699138514,0.0595797156830831,0.0,15.863026883201291,4914.34,177.36,124.46,2022-11-23 01:00:00,831.48576
VIERNES,2018,10,26,0,2186404.0,207842.0,2394246.0,0.0,-999.0,17.116443874188366,96.81557471538012,0.3263660292217257,0.0,16.86518546131016,3167.18,116.93,99.58,2018-10-26 00:00:00,831.12
VIERNES,2022,9,30,16,2465937.0,275029.0,2740966.0,84.6321085267019,0.1800017658008162,19.09131154490789,92.87223304119787,0.1140780513147554,251.46951573642284,18.49332574720007,4532.07,171.26,122.63,2022-09-30 16:00:00,1309.70951
MARTES,2018,5,8,18,2151663.0,204776.0,2356439.0,0.0,-999.0,18.22634327474634,98.40450382123196,1.406770041575445,0.0,18.105254424154413,2817.2,114.46,99.16,2018-05-08 18:00:00,1300.64
SABADO,2020,9,26,15,2316474.0,264567.0,2581041.0,393.7757746932342,0.5085736104153324,22.801354887427205,63.90303563949584,0.0038019272068905,539.7994469673283,19.17901783040254,3867.81,123.7,105.29,2020-09-26 15:00:00,1101.77672
VIERNES,2019,6,14,23,2230654.0,211438.0,2442092.0,0.0,-999.0,18.073991856162664,98.78695592139852,0.5078281530753141,0.0,17.970592754081338,3266.72,119.76,102.71,2019-06-14 23:00:00,943.38
DOVDIC,2018,12,30,22,2190850.0,207551.0,2398401.0,0.0,-999.0,17.09771968907618,98.35980559964744,0.0739688817674775,0.0,16.972132237269747,3249.75,116.91,100.0,2018-12-30 22:00:00,907.2
MARTES,2019,8,6,9,2243462.0,212542.0,2456004.0,532.0272052936397,0.5221605420838077,20.255101999019544,77.61044116784826,0.1326790265813899,702.1435408452103,18.208929443925985,3459.47,121.6,103.03,2019-08-06 09:00:00,1239.8
SABADO,2021,10,23,6,2396530.0,270262.0,2666792.0,79.80183710615601,0.3560712234025001,16.636095912242126,97.05116150790911,0.0079398468271991,103.3489258704841,16.40173864703359,3780.38,142.56,110.06,2021-10-23 06:00:00,996.48714
SABADO,2021,12,4,12,2410661.0,271264.0,2681925.0,659.1981104020433,0.5418202895308407,23.1960371636045,66.48096111934525,0.0013607986800525,921.0688213093206,19.894808982354093,3948.33,147.65,111.41,2021-12-04 12:00:00,1318.57368
VIERNES,2019,10,25,18,2258752.0,213513.0,2472265.0,0.0,-999.0,19.31789685571733,94.67694551757197,0.256296084764376,0.0,18.87925204620055,3387.72,122.56,103.43,2019-10-25 18:00:00,1324.0
SABADO,2018,1,27,13,2131430.0,203894.0,2335324.0,777.3445550638799,0.6495139304010921,24.314492053351053,62.41418400187726,0.1667272763864885,915.4354506826462,20.495052249709246,2805.12,113.31,97.52,2018-01-27 13:00:00,1181.82
SABADO,2020,2,1,1,2278622.0,262398.0,2541020.0,0.0,-999.0,17.04253841370788,95.37875588543184,0.0639574934475132,0.0,16.663947721781017,3423.24,122.34,104.94,2020-02-01 01:00:00,857.99449
LUNES,2021,3,15,20,2355715.0,267251.0,2622966.0,0.0,-999.0,17.280432308310516,96.43539195704405,0.0718899787492479,0.0,16.964481472500978,3575.3,131.04,107.12,2021-03-15 20:00:00,1221.24448
SABADO,2020,10,3,22,2322315.0,264928.0,2587243.0,0.0,-999.0,17.04934297628789,98.9229964328824,0.0848347488040358,0.0,17.014326574658817,3881.8,124.42,105.23,2020-10-03 22:00:00,910.92901
JUEVES,2020,6,11,12,2298868.0,263706.0,2562574.0,618.2646604078554,0.4975858414235062,22.521011030315613,64.39172622917425,0.0747754367288515,965.5825462757368,18.993122926401345,3674.81,122.59,104.97,2020-06-11 12:00:00,1256.09313
DOMINGO,2023,4,16,18,2512448.0,277935.0,2790383.0,0.0,-999.0,18.37507667585417,96.93848205067192,0.9278577958652986,0.0,18.124228580807724,4425.27,179.17,132.8,2023-04-16 18:00:00,1150.98326
DOMINGO,2023,1,22,19,2491463.0,276587.0,2768050.0,0.0,-999.0,17.383382012608152,88.93705801918317,0.0392929896497534,0.0,16.45763603981142,4631.64,178.76,128.27,2023-01-22 19:00:00,1147.77307
DOMINGO,2020,9,20,19,2316474.0,264567.0,2581041.0,0.0,-999.0,18.71368146805882,97.02198213046596,0.2214852534306894,0.0,18.475320771735124,3725.37,123.7,105.29,2020-09-20 19:00:00,1119.52526
MARTES,2019,11,26,22,2262772.0,214153.0,2476925.0,0.0,-999.0,18.785434048265493,99.33485740585606,0.0598451224804949,0.0,18.72766941671629,3433.94,122.31,103.54,2019-11-26 22:00:00,1043.0
VIERNES,2018,7,6,17,2166787.0,206036.0,2372823.0,37.2068794343278,0.1462843372640943,20.063125930589848,90.30266355307582,0.1675177836694941,115.39305336301948,19.232779297065143,2885.53,114.55,99.18,2018-07-06 17:00:00,1225.09
JUEVES,2018,5,31,7,2151663.0,204776.0,2356439.0,276.89397045287404,0.5284079027719368,17.430660670613584,97.42498215739936,0.0815436682214137,312.846964665752,17.216537393923627,2879.32,114.46,99.16,2018-05-31 07:00:00,1130.23
JUEVES,2020,9,24,14,2316474.0,264567.0,2581041.0,570.8000528933869,0.5501005020842366,24.036507792785933,58.94290360362349,0.1620251169973665,760.9706664752711,19.71019693991688,3863.6,123.7,105.29,2020-09-24 14:00:00,1268.67622
MIERCOLES,2020,1,29,23,2273229.0,215449.0,2488678.0,0.0,-999.0,17.20016696816543,99.25964244068538,0.1073566688820329,0.0,17.13436665571038,3392.6,122.34,104.24,2020-01-29 23:00:00,933.48503
MARTES,2019,4,16,6,2217423.0,210607.0,2428030.0,47.84606764743434,0.2565779376696334,17.02363901599239,97.43285735349234,0.0181814763409018,60.28668346354864,16.81999511950017,3136.69,118.86,102.12,2019-04-16 06:00:00,965.15
SABADO,2019,6,15,10,2230654.0,211438.0,2442092.0,568.3271709337731,0.493382775915076,19.680859816092106,91.69573066043375,0.3524130008206079,883.2025094140597,18.984641135550994,3270.7,119.76,102.71,2019-06-15 10:00:00,1222.48
MARTES,2018,12,4,16,2190850.0,207551.0,2398401.0,149.44436143914214,0.3843578367420627,19.20214729313405,91.88346537547308,0.370933230097886,232.43251875311924,18.528455962951984,3196.15,116.91,100.0,2018-12-04 16:00:00,1289.85
SABADO,2020,1,18,6,2273229.0,215449.0,2488678.0,20.5032224498308,0.3072910276058212,16.27726332213328,98.31313341058988,0.0,20.17836130668572,16.16134692796738,3320.77,122.34,104.24,2020-01-18 06:00:00,955.55793
VSS,2023,4,7,9,2512448.0,277935.0,2790383.0,519.8743336989941,0.4893286763860014,19.74462202500517,78.67979646880016,2.080316135813614,785.617441885218,17.823796399992403,4570.91,179.17,132.8,2023-04-07 09:00:00,917.78767
JUEVES,2022,11,10,5,2479665.0,275922.0,2755587.0,0.0,-999.0,15.501210613201469,97.0199683624578,0.9422726083408,0.0,15.27368323337278,4914.71,177.36,124.46,2022-11-10 05:00:00,1001.1734
VIERNES,2023,5,26,22,2518629.0,278093.0,2796722.0,0.0,-999.0,17.59113493940406,99.15124181094868,0.1706286109237886,0.0,17.536903271043744,4470.83,177.7,133.38,2023-05-26 22:00:00,1104.25613
JUEVES,2020,12,3,16,2337597.0,265999.0,2603596.0,174.79699040480935,0.4461281012876038,20.160338412718406,75.3912683073718,0.0111007621766203,226.99215418982047,17.880553484488377,3533.21,124.38,105.48,2020-12-03 16:00:00,1267.82157
SABADO,2018,1,20,14,2131430.0,203894.0,2335324.0,648.3401207241478,0.6291840190054999,22.135624551454104,65.75918694365322,0.0384862143325722,763.5984146353996,18.776741664111704,2851.75,113.31,97.52,2018-01-20 14:00:00,1112.83
JUEVES,2018,5,17,1,2151663.0,204776.0,2356439.0,0.0,-999.0,17.270930616069418,99.24791603771624,0.2318465659412359,0.0,17.213123013156718,2865.37,114.46,99.16,2018-05-17 01:00:00,763.21
MARTES,2021,5,11,14,2363972.0,267790.0,2631762.0,637.4759827598392,0.6133405528311451,25.87701693390208,50.275132416989074,0.0,759.7730038278537,20.212274897958096,3714.94,136.1,108.84,2021-05-11 14:00:00,1288.53321
JUEVES,2018,11,15,5,2187533.0,208582.0,2396115.0,0.0,-999.0,16.493301911636127,98.92396620362544,0.0625299954301024,0.0,16.413578667968775,3194.7,117.02,99.7,2018-11-15 05:00:00,1019.02
VSS,2022,4,15,14,2436301.0,272993.0,2709294.0,494.8202884220022,0.4538203568900237,23.69404775930556,66.48316354740386,0.0203441117870559,785.727558825288,20.380864040595075,3737.32,162.89,117.71,2022-04-15 14:00:00,997.56663
MARTES,2021,5,25,17,2363972.0,267790.0,2631762.0,61.651942261496295,0.2874393163211567,22.92390265153156,67.21273572230315,0.0025130197943431,89.93492131507332,19.6303598159712,3750.66,136.1,108.84,2021-05-25 17:00:00,1221.99708
SABADO,2023,9,2,6,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.96293079258553,98.97747208263291,13.625807773216136,-999.0,17.871685852636013,4063.36,177.12,136.11,2023-09-02 06:00:00,1110.40457
VIERNES,2020,9,4,5,2316474.0,264567.0,2581041.0,0.0,-999.0,16.412879826395628,99.00313056631026,0.5772668198606686,0.0,16.33980886394288,3653.23,123.7,105.29,2020-09-04 05:00:00,863.22098
20--JUL,2021,7,20,5,2374016.0,268457.0,2642473.0,0.0,-999.0,15.378589945857536,97.0794204708998,0.0006824289216956,0.0,15.174719813598852,3842.97,138.63,109.14,2021-07-20 05:00:00,835.52879
SABADO,2021,8,21,6,2382454.0,269004.0,2651458.0,47.11202629270387,0.2805793604877015,16.457430632504835,96.3304933210332,0.0004571447105705,75.15656749230047,16.17423221865102,3874.95,139.38,109.62,2021-08-21 06:00:00,944.74045
JUEVES,2019,11,7,9,2262772.0,214153.0,2476925.0,658.0924767483875,0.6230118756118977,21.26604886300554,73.9837986051253,0.0106120451769835,785.4808038676989,18.80554344600664,3319.64,122.31,103.54,2019-11-07 09:00:00,1244.0
LUNES,2020,10,26,21,2322315.0,264928.0,2587243.0,0.0,-999.0,19.005761434082533,89.56997726923987,0.0017191002159441,0.0,18.11577179646442,3782.66,124.42,105.23,2020-10-26 21:00:00,1148.96264
SABADO,2020,10,3,17,2322315.0,264928.0,2587243.0,23.90727424907517,0.2081192450805741,19.28343207035443,92.2500077727527,0.0404019645622772,40.64991298072891,18.61936859429129,3881.8,124.42,105.23,2020-10-03 17:00:00,1107.65603
DOMINGO,2023,7,23,0,2528484.0,278062.0,2806546.0,-999.0,-999.0,17.13251697638307,98.401884693855,0.1889902214323228,-999.0,16.995432923600752,3971.38,173.52,134.45,2023-07-23 00:00:00,916.76776
LUVDIC,2020,12,28,18,2337597.0,265999.0,2603596.0,0.0,-999.0,19.011311731927687,87.84275433285349,0.0151824860692672,0.0,17.921874922222955,3493.77,124.38,105.48,2020-12-28 18:00:00,1254.49544
